date,open,high,low,close,adj_close,volume
2024-01-02,472.1600036621094,473.6700134277344,470.489990234375,472.6499938964844,459.9912414550781,123623700
2024-01-03,470.42999267578125,471.19000244140625,468.1700134277344,468.7900085449219,456.234619140625,103585900
2024-01-04,468.29998779296875,470.9599914550781,467.04998779296875,467.2799987792969,454.7650146484375,84232200
2024-01-05,467.489990234375,470.44000244140625,466.42999267578125,467.9200134277344,455.3879089355469,86118900
2024-01-08,468.42999267578125,474.75,468.29998779296875,474.6000061035156,461.88897705078125,74879100
2024-01-09,471.8699951171875,474.92999267578125,471.3500061035156,473.8800048828125,461.188232421875,65931400
2024-01-10,474.1600036621094,477.45001220703125,473.8699951171875,476.55999755859375,463.79644775390625,67310600
2024-01-11,477.5899963378906,478.1199951171875,472.260009765625,476.3500061035156,463.5920715332031,77940700
2024-01-12,477.8399963378906,478.6000061035156,475.2300109863281,476.67999267578125,463.9132385253906,58026400
2024-01-16,475.260009765625,476.6099853515625,473.05999755859375,474.92999267578125,462.2101135253906,85014900
2024-01-17,471.82000732421875,472.7900085449219,469.8699951171875,472.2900085449219,459.6408386230469,68843900
2024-01-18,474.010009765625,477.05999755859375,472.4200134277344,476.489990234375,463.7283630371094,91856200
2024-01-19,477.6499938964844,482.7200012207031,476.5400085449219,482.42999267578125,469.50921630859375,110834500
2024-01-22,484.010009765625,485.2200012207031,482.7799987792969,483.45001220703125,470.501953125,75844900
2024-01-23,484.010009765625,485.1099853515625,482.8900146484375,484.8599853515625,471.87420654296875,49945300
2024-01-24,487.80999755859375,488.7699890136719,484.8800048828125,485.3900146484375,472.3899841308594,81765000
2024-01-25,487.5799865722656,488.30999755859375,485.3900146484375,488.0299987792969,474.95928955078125,72525000
2024-01-26,487.5899963378906,489.1199951171875,486.5400085449219,487.4100036621094,474.3558654785156,76641600
2024-01-29,487.7300109863281,491.4200134277344,487.1700134277344,491.2699890136719,478.112548828125,61322800
2024-01-30,490.55999755859375,491.6199951171875,490.1099853515625,490.8900146484375,477.7427062988281,58618400
2024-01-31,488.6199951171875,489.0799865722656,482.8599853515625,482.8800048828125,469.947265625,126011100
2024-02-01,484.6300048828125,489.2300109863281,483.79998779296875,489.20001220703125,476.0979919433594,91891600
2024-02-02,489.6499938964844,496.04998779296875,489.29998779296875,494.3500061035156,481.1099853515625,99228200
2024-02-05,493.70001220703125,494.3800048828125,490.2300109863281,492.54998779296875,479.3582458496094,75757100
2024-02-06,493.5199890136719,494.32000732421875,492.04998779296875,493.9800109863281,480.7499694824219,55918600
2024-02-07,496.2900085449219,498.5299987792969,495.3599853515625,498.1000061035156,484.7596130371094,70556500
2024-02-08,498.1000061035156,498.7099914550781,497.260009765625,498.32000732421875,484.97369384765625,52343600
2024-02-09,498.8399963378906,501.6499938964844,498.489990234375,501.20001220703125,487.7765808105469,63979400
2024-02-12,501.1700134277344,503.5,500.239990234375,500.9800109863281,487.56243896484375,56502300
2024-02-13,494.5299987792969,497.0899963378906,490.7200012207031,494.0799865722656,480.8472595214844,113099200
2024-02-14,496.7900085449219,499.07000732421875,494.3999938964844,498.57000732421875,485.2170104980469,68387800
2024-02-15,499.2900085449219,502.20001220703125,498.79998779296875,502.010009765625,488.56488037109375,61683000
2024-02-16,501.70001220703125,502.8699951171875,498.75,499.510009765625,486.1318664550781,75532900
2024-02-20,497.7200012207031,498.4100036621094,494.45001220703125,496.760009765625,483.45550537109375,71736700
2024-02-21,495.4200134277344,497.3699951171875,493.55999755859375,497.2099914550781,483.8934326171875,59293400
2024-02-22,504.010009765625,508.489990234375,503.0199890136719,507.5,493.9078369140625,76402500
2024-02-23,509.2699890136719,510.1300048828125,507.1000061035156,507.8500061035156,494.2484130859375,61321800
2024-02-26,508.29998779296875,508.75,505.8599853515625,505.989990234375,492.4382629394531,50386700
2024-02-27,506.70001220703125,507.1600036621094,504.75,506.92999267578125,493.3531188964844,48854500
2024-02-28,505.3299865722656,506.8599853515625,504.9599914550781,506.260009765625,492.7010498046875,56506600
2024-02-29,508.07000732421875,509.739990234375,505.3500061035156,508.0799865722656,494.4722900390625,83924800
2024-03-01,508.9800109863281,513.2899780273438,508.55999755859375,512.8499755859375,499.1145324707031,76844800
2024-03-04,512.030029296875,514.2000122070312,512.0,512.2999877929688,498.57928466796875,49799300
2024-03-05,510.239990234375,510.70001220703125,504.9100036621094,507.17999267578125,493.5964050292969,72855600
2024-03-06,510.54998779296875,512.0700073242188,508.4200134277344,509.75,496.0975646972656,68382400
2024-03-07,513.1400146484375,515.8900146484375,509.80999755859375,514.8099975585938,501.0220031738281,58652100
2024-03-08,515.4600219726562,518.219970703125,511.1300048828125,511.7200012207031,498.0148010253906,86532500
2024-03-11,510.4800109863281,511.8800048828125,508.5,511.2799987792969,497.58660888671875,62557200
2024-03-12,513.4500122070312,517.3800048828125,510.8599853515625,516.780029296875,502.9393005371094,73114400
2024-03-13,517.1099853515625,517.2899780273438,514.489990234375,515.969970703125,502.1509704589844,55104100
2024-03-14,516.969970703125,517.1300048828125,511.82000732421875,514.9500122070312,501.15826416015625,110171800
2024-03-15,510.2099914550781,511.70001220703125,508.1199951171875,509.8299865722656,497.7170715332031,107646300
2024-03-18,514.0,515.47998046875,512.4400024414062,512.8599853515625,500.6750793457031,88893300
2024-03-19,512.1500244140625,516.0,511.1199951171875,515.7100219726562,503.4573669433594,60755300
2024-03-20,515.77001953125,520.6199951171875,515.0800170898438,520.47998046875,508.1140441894531,69594600
2024-03-21,523.3900146484375,524.1099853515625,521.9099731445312,522.2000122070312,509.793212890625,60256100
2024-03-22,522.1099853515625,522.6099853515625,520.969970703125,521.2100219726562,508.8266296386719,79070800
2024-03-25,519.7999877929688,520.9500122070312,519.6099853515625,519.77001953125,507.42095947265625,48512100
2024-03-26,521.22998046875,521.5800170898438,518.4000244140625,518.8099975585938,506.4837341308594,65463700
2024-03-27,521.7100219726562,523.2100219726562,519.489990234375,523.1699829101562,510.74017333984375,82999800
2024-03-28,523.2100219726562,524.6099853515625,522.780029296875,523.0700073242188,510.6424865722656,96294900
2024-04-01,523.8300170898438,524.3800048828125,520.969970703125,522.1599731445312,509.75408935546875,62477500
2024-04-02,518.239990234375,518.97998046875,516.47998046875,518.8400268554688,506.5130615234375,74230300
2024-04-03,517.719970703125,520.9500122070312,517.6699829101562,519.4099731445312,507.06939697265625,59155800
2024-04-04,523.52001953125,523.8699951171875,512.760009765625,513.0700073242188,500.880126953125,96858100
2024-04-05,514.4600219726562,520.4400024414062,514.010009765625,518.4299926757812,506.1127014160156,74546500
2024-04-08,519.1500244140625,520.1799926757812,517.8900146484375,518.719970703125,506.3957824707031,48401800
2024-04-09,520.5,520.75,514.3499755859375,519.3200073242188,506.9815979003906,68049200
2024-04-10,513.47998046875,516.1599731445312,512.0900268554688,514.1199951171875,501.9051513671875,82652800
2024-04-11,515.6799926757812,519.47998046875,512.0800170898438,518.0,505.6929931640625,70099000
2024-04-12,514.3699951171875,515.8200073242188,509.0799865722656,510.8500061035156,498.71282958984375,92561100
2024-04-15,515.1300048828125,515.2999877929688,503.5799865722656,504.45001220703125,492.46490478515625,92101400
2024-04-16,504.94000244140625,506.5,502.2099914550781,503.5299987792969,491.5667419433594,73484000
2024-04-17,506.04998779296875,506.2200012207031,499.1199951171875,500.54998779296875,488.6575012207031,75910300
2024-04-18,501.9800109863281,504.1300048828125,498.55999755859375,499.5199890136719,487.6520080566406,74548100
2024-04-19,499.44000244140625,500.4599914550781,493.8599853515625,495.1600036621094,483.3955993652344,102212600
2024-04-22,497.8299865722656,502.3800048828125,495.42999267578125,499.7200012207031,487.8472900390625,67961000
2024-04-23,501.7799987792969,506.0899963378906,499.5299987792969,505.6499938964844,493.6363830566406,64633600
2024-04-24,506.55999755859375,507.3699951171875,503.1300048828125,505.4100036621094,493.402099609375,55928100
2024-04-25,499.17999267578125,504.2699890136719,497.489990234375,503.489990234375,491.5276794433594,69122400
2024-04-26,506.3500061035156,509.8800048828125,505.70001220703125,508.260009765625,496.18438720703125,64306100
2024-04-29,510.0899963378906,510.75,507.25,510.05999755859375,497.9416198730469,46415400
2024-04-30,508.55999755859375,509.55999755859375,501.9800109863281,501.9800109863281,490.0535583496094,77483600
2024-05-01,501.3800048828125,508.19000244140625,499.8699951171875,500.3500061035156,488.4622802734375,80242800
2024-05-02,504.1499938964844,505.8900146484375,499.54998779296875,505.0299987792969,493.0310974121094,62550200
2024-05-03,511.1600036621094,512.5499877929688,508.55999755859375,511.2900085449219,499.1423645019531,72756700
2024-05-06,513.75,516.6099853515625,513.2999877929688,516.5700073242188,504.29693603515625,47264700
2024-05-07,517.5599975585938,518.5700073242188,516.4500122070312,517.1400146484375,504.8533935546875,52561300
2024-05-08,515.260009765625,517.739990234375,515.1400146484375,517.1900024414062,504.9021301269531,42047200
2024-05-09,517.3800048828125,520.2100219726562,516.7100219726562,520.1699829101562,507.8114013671875,43643700
2024-05-10,521.8099975585938,522.6400146484375,519.5900268554688,520.8400268554688,508.4654846191406,52233200
2024-05-13,522.5599975585938,522.6699829101562,519.739990234375,520.9099731445312,508.5339050292969,36716400
2024-05-14,521.1099853515625,523.8300170898438,520.5599975585938,523.2999877929688,510.86700439453125,57535900
2024-05-15,525.8300170898438,530.0800170898438,525.1799926757812,529.780029296875,517.193115234375,59504900
2024-05-16,529.8800048828125,531.52001953125,528.5399780273438,528.6900024414062,516.1289672851562,50244800
2024-05-17,528.8099975585938,529.52001953125,527.3200073242188,529.4500122070312,516.8709106445312,59187600
2024-05-20,529.5700073242188,531.5599975585938,529.1699829101562,530.0599975585938,517.4663696289062,37764200
2024-05-21,529.280029296875,531.52001953125,529.0700073242188,531.3599853515625,518.735595703125,33437000
2024-05-22,530.6500244140625,531.3800048828125,527.5999755859375,529.8300170898438,517.241943359375,48390000
2024-05-23,532.9600219726562,533.0700073242188,524.719970703125,525.9600219726562,513.4638671875,57211200
2024-05-24,527.8499755859375,530.27001953125,526.8800048828125,529.4400024414062,516.8611450195312,41291100
2024-05-28,530.27001953125,530.510009765625,527.1099853515625,529.8099975585938,517.222412109375,36269600
2024-05-29,525.6799926757812,527.3099975585938,525.3699951171875,526.0999755859375,513.6005249023438,45190300
2024-05-30,524.52001953125,525.2000122070312,521.3300170898438,522.6099853515625,510.1934509277344,46377600
2024-05-31,523.5900268554688,527.5,518.3599853515625,527.3699951171875,514.84033203125,90785800
2024-06-03,529.02001953125,529.3099975585938,522.5999755859375,527.7999877929688,515.2601318359375,46835700
2024-06-04,526.4600219726562,529.1500244140625,524.9600219726562,528.3900146484375,515.8361206054688,34632700
2024-06-05,530.77001953125,534.6900024414062,528.72998046875,534.6699829101562,521.9669189453125,47610400
2024-06-06,534.97998046875,535.4199829101562,532.6799926757812,534.6599731445312,521.9572143554688,30808500
2024-06-07,533.6599731445312,536.8900146484375,532.5399780273438,534.010009765625,521.322509765625,43224500
2024-06-10,533.1799926757812,535.989990234375,532.5700073242188,535.6599731445312,522.9332885742188,35686100
2024-06-11,534.0700073242188,537.010009765625,532.0499877929688,536.9500122070312,524.1927490234375,36383400
2024-06-12,541.6300048828125,544.1199951171875,540.2999877929688,541.3599853515625,528.4979858398438,63251300
2024-06-13,543.1500244140625,543.3300170898438,539.5900268554688,542.4500122070312,529.56201171875,44760900
2024-06-14,540.8800048828125,542.8099975585938,539.8499755859375,542.780029296875,529.88427734375,40089900
2024-06-17,542.0800170898438,548.530029296875,541.6099853515625,547.0999755859375,534.1015625,55839500
2024-06-18,547.1599731445312,548.6199951171875,546.72998046875,548.489990234375,535.4585571289062,41376400
2024-06-20,549.4400024414062,550.1199951171875,545.1799926757812,547.0,534.0040283203125,70328200
2024-06-21,544.4000244140625,545.6500244140625,543.02001953125,544.510009765625,533.2880249023438,64338600
2024-06-24,544.3300170898438,546.9500122070312,542.6199951171875,542.739990234375,531.5545043945312,45528700
2024-06-25,543.989990234375,545.2000122070312,542.4400024414062,544.8300170898438,533.6014404296875,37936200
2024-06-26,543.6900024414062,546.239990234375,543.030029296875,545.510009765625,534.2674560546875,38550600
2024-06-27,545.3699951171875,546.9600219726562,544.6099853515625,546.3699951171875,535.1097412109375,35041500
2024-06-28,547.1599731445312,550.280029296875,542.9500122070312,544.219970703125,533.0039672851562,76144500
2024-07-01,545.6300048828125,545.8800048828125,542.52001953125,545.3400268554688,534.1008911132812,40297800
2024-07-02,543.7000122070312,549.010009765625,543.6500244140625,549.010009765625,537.6953125,40434800
2024-07-03,548.6900024414062,551.8300170898438,548.6500244140625,551.4600219726562,540.0948486328125,32789900
2024-07-05,551.77001953125,555.0499877929688,551.1199951171875,554.6400146484375,543.209228515625,41488400
2024-07-08,555.4400024414062,556.25,554.1900024414062,555.280029296875,543.8361206054688,36110500
2024-07-09,556.260009765625,557.1799926757812,555.52001953125,555.8200073242188,544.3649291992188,27289700
2024-07-10,557.0700073242188,561.6699829101562,556.77001953125,561.3200073242188,549.7516479492188,38701200
2024-07-11,561.4400024414062,562.3300170898438,555.8300170898438,556.47998046875,545.0113525390625,53054200
2024-07-12,557.6300048828125,563.6699829101562,557.1500244140625,559.989990234375,548.448974609375,53084400
2024-07-15,562.030029296875,564.8400268554688,559.6300048828125,561.530029296875,549.9572143554688,40584300
2024-07-16,562.8699951171875,565.1599731445312,562.0999755859375,564.8599853515625,553.218505859375,36475300
2024-07-17,558.7999877929688,560.510009765625,556.6099853515625,556.9400024414062,545.4618530273438,57119000
2024-07-18,558.510009765625,559.52001953125,550.4299926757812,552.6599731445312,541.2700805664062,56270400
2024-07-19,552.4199829101562,554.0800170898438,547.9099731445312,548.989990234375,537.6757202148438,65509100
